,Unnamed: 0,Success,Month,Day,Year,Country,DefCity,DefCountry,Latitude,Longitude,StationIDs,MinTemp,MaxTemp,MeanTemp,MinAirTemp,SunDuration,MeanCloudCover,MeanCloudVapor,MeanRelHumid,PrecipHeight,PrecipForm,MeanPressure,SnowDepth
86,86,1,7,24,1943,United States,Hamburg,Germany,53.55108,9.993682,"[44, 52, 102, 106, 172, 185, 207, 294, 326, 327, 335, 342, 368, 445, 588, 591, 592, 596, 614, 642, 643, 648, 656, 657, 660, 661, 662, 691, 699, 701, 702, 703, 704, 705, 722, 760, 769, 848, 850, 863, 865, 891, 963, 1000, 1006, 1053, 1130, 1172, 1200, 1204, 1246, 1266, 1329, 1339, 1341, 1378, 1379, 1380, 1451, 1488, 1544, 1617, 1666, 1667, 1736, 1873, 1891, 1892, 1929, 1972, 1973, 1975, 1979, 1981, 1986, 1987, 1990, 1993, 2005, 2014, 2039, 2044, 2048, 2053, 2078, 2120, 2122, 2147, 2174, 2206, 2297, 2303, 2306, 2323, 2324, 2374, 2396, 2429, 2437, 2464, 2564, 2565, 2578, 2609, 2689, 2703, 2770, 2821, 2889, 2906, 2907, 2912, 2950, 2951, 2961, 3028, 3031, 3032, 3085, 3086, 3088, 3093, 3103, 3126, 3160, 3170, 3196, 3222, 3226, 3227, 3236, 3317, 3348, 3532, 3537, 3612, 3639, 3744, 3790, 3791, 3815, 3818, 3897, 3955, 4032, 4038, 4039, 4063, 4156, 4275, 4288, 4320, 4347, 4364, 4367, 4371, 4373, 4391, 4393, 4401, 4442, 4445, 4466, 4468, 4484, 4489, 4571, 4593, 4625, 4629, 4642, 4651, 4656, 4745, 4841, 4857, 4878, 4896, 4939, 4977, 5014, 5067, 5078, 5146, 5158, 5165, 5236, 5252, 5267, 5279, 5280, 5431, 5490, 5514, 5516, 5533, 5575, 5624, 5675, 5676, 5715, 5732, 5821, 5822, 5832, 5930, 6093, 6105, 6157, 6163, 6184, 6197, 6266, 6273, 7099, 7106, 7298, 7367, 7427, 7432, 13675, 13776, 13777, 13903, 15526, 16085]",54.632,73.334,63.938,51.9114285714,9.30625,4.02333333333,15.4931034483,77.275862069,0.0833333333333,0.0,1000.04545455,0.0
91,91,1,8,17,1943,United Kingdom,Greifswald,Germany,54.08655,13.39234,"[129, 164, 167, 183, 184, 288, 298, 395, 399, 400, 402, 403, 405, 407, 408, 410, 416, 417, 420, 422, 424, 425, 427, 429, 430, 432, 433, 434, 435, 650, 1000, 1052, 1106, 1345, 1426, 1544, 1552, 1605, 1694, 1757, 1758, 1759, 1803, 1869, 1890, 2201, 2289, 2578, 2621, 2794, 2796, 2951, 3015, 3126, 3158, 3196, 3376, 3478, 3509, 3552, 3577, 3818, 3987, 3988, 4024, 4271, 4642, 4977, 5009, 5024, 5088, 5097, 5109, 5142, 5349, 5431, 5546, 5624, 5642, 5643, 5663, 5728, 5745, 5778, 5825, 6086, 6109, 6110, 6112, 6199, 6265, 6273, 6310, 7244, 7351, 7389, 14138]",54.47,71.03,60.53,51.89,10.68,3.78,11.475,66.8,0.0,0.5,1014.3,0.0
92,92,1,8,18,1943,Germany,Hamburg,Germany,53.55108,9.993682,"[44, 52, 102, 106, 172, 185, 207, 294, 326, 327, 335, 342, 368, 445, 588, 591, 592, 596, 614, 642, 643, 648, 656, 657, 660, 661, 662, 691, 699, 701, 702, 703, 704, 705, 722, 760, 769, 848, 850, 863, 865, 891, 963, 1000, 1006, 1053, 1130, 1172, 1200, 1204, 1246, 1266, 1329, 1339, 1341, 1378, 1379, 1380, 1451, 1488, 1544, 1617, 1666, 1667, 1736, 1873, 1891, 1892, 1929, 1972, 1973, 1975, 1979, 1981, 1986, 1987, 1990, 1993, 2005, 2014, 2039, 2044, 2048, 2053, 2078, 2120, 2122, 2147, 2174, 2206, 2297, 2303, 2306, 2323, 2324, 2374, 2396, 2429, 2437, 2464, 2564, 2565, 2578, 2609, 2689, 2703, 2770, 2821, 2889, 2906, 2907, 2912, 2950, 2951, 2961, 3028, 3031, 3032, 3085, 3086, 3088, 3093, 3103, 3126, 3160, 3170, 3196, 3222, 3226, 3227, 3236, 3317, 3348, 3532, 3537, 3612, 3639, 3744, 3790, 3791, 3815, 3818, 3897, 3955, 4032, 4038, 4039, 4063, 4156, 4275, 4288, 4320, 4347, 4364, 4367, 4371, 4373, 4391, 4393, 4401, 4442, 4445, 4466, 4468, 4484, 4489, 4571, 4593, 4625, 4629, 4642, 4651, 4656, 4745, 4841, 4857, 4878, 4896, 4939, 4977, 5014, 5067, 5078, 5146, 5158, 5165, 5236, 5252, 5267, 5279, 5280, 5431, 5490, 5514, 5516, 5533, 5575, 5624, 5675, 5676, 5715, 5732, 5821, 5822, 5832, 5930, 6093, 6105, 6157, 6163, 6184, 6197, 6266, 6273, 7099, 7106, 7298, 7367, 7427, 7432, 13675, 13776, 13777, 13903, 15526, 16085]",47.15,76.496,67.052,43.3657142857,7.49375,4.77,15.1620689655,71.7931034483,0.0133333333333,0.0,1000.46363636,0.0
96,96,0,10,10,1943,United States,Munster,Germany,51.96066,7.626135,"[3, 44, 78, 91, 93, 98, 102, 161, 172, 186, 193, 202, 211, 243, 294, 326, 327, 342, 348, 386, 390, 458, 480, 535, 553, 554, 555, 588, 598, 599, 601, 603, 614, 617, 619, 642, 643, 645, 691, 699, 701, 702, 703, 704, 705, 717, 743, 766, 769, 771, 817, 829, 865, 891, 927, 963, 964, 979, 1032, 1053, 1078, 1079, 1084, 1087, 1201, 1204, 1219, 1221, 1229, 1238, 1246, 1299, 1300, 1303, 1327, 1403, 1420, 1421, 1424, 1425, 1451, 1503, 1504, 1513, 1572, 1580, 1590, 1593, 1638, 1639, 1645, 1667, 1748, 1766, 1863, 1891, 1892, 1920, 1993, 2000, 2048, 2092, 2110, 2147, 2173, 2211, 2264, 2318, 2323, 2324, 2327, 2338, 2362, 2422, 2456, 2474, 2480, 2483, 2494, 2497, 2532, 2533, 2536, 2601, 2629, 2657, 2665, 2667, 2693, 2703, 2717, 2843, 2861, 2872, 2947, 2968, 3004, 3023, 3028, 3031, 3042, 3044, 3045, 3056, 3062, 3096, 3098, 3101, 3137, 3155, 3164, 3167, 3212, 3222, 3227, 3228, 3236, 3246, 3254, 3300, 3320, 3340, 3404, 3442, 3490, 3527, 3540, 3541, 3590, 3591, 3595, 3612, 3623, 3631, 3639, 3640, 3658, 3659, 3660, 3744, 3753, 3776, 3790, 3791, 3815, 3867, 4029, 4063, 4100, 4127, 4154, 4157, 4174, 4233, 4240, 4275, 4288, 4367, 4371, 4401, 4442, 4479, 4480, 4508, 4560, 4586, 4649, 4692, 4709, 4729, 4741, 4841, 4857, 5014, 5064, 5067, 5133, 5236, 5252, 5277, 5279, 5296, 5300, 5344, 5347, 5361, 5410, 5480, 5540, 5541, 5543, 5568, 5575, 5582, 5583, 5610, 5640, 5715, 5717, 5719, 5821, 5822, 5839, 5912, 5920, 6157, 6159, 6184, 6186, 6197, 6264, 6337, 6344, 7106, 7330, 7341, 7373, 7374, 7396, 7410, 7412, 13670, 13675, 13696, 13700, 13713, 14311, 15000, 15207, 15963, 16085]",41.196875,63.505625,50.511875,36.1890909091,8.87058823529,0.675,9.9935483871,78.5161290323,0.0,0.0,1007.79,0.0
97,97,0,10,14,1943,United States,Schweinfurt,Germany,50.0492,10.21942,"[70, 71, 72, 91, 93, 98, 106, 142, 151, 175, 176, 177, 191, 193, 198, 202, 207, 211, 221, 231, 232, 257, 268, 282, 283, 284, 320, 330, 355, 365, 379, 386, 390, 445, 474, 480, 502, 508, 526, 550, 576, 578, 588, 594, 606, 614, 634, 652, 656, 657, 685, 710, 717, 722, 727, 729, 755, 771, 807, 817, 829, 863, 867, 881, 896, 917, 918, 919, 920, 970, 979, 982, 983, 998, 1053, 1066, 1074, 1091, 1093, 1102, 1103, 1107, 1146, 1161, 1172, 1182, 1188, 1197, 1243, 1254, 1255, 1262, 1270, 1279, 1280, 1287, 1292, 1297, 1357, 1374, 1403, 1410, 1411, 1420, 1421, 1424, 1425, 1467, 1468, 1473, 1488, 1493, 1504, 1515, 1522, 1526, 1568, 1587, 1593, 1612, 1617, 1619, 1621, 1623, 1638, 1639, 1645, 1689, 1691, 1721, 1748, 1761, 1762, 1834, 1849, 1863, 1873, 1875, 1886, 1891, 1892, 1902, 1929, 1957, 1960, 2000, 2023, 2039, 2044, 2053, 2074, 2080, 2081, 2083, 2088, 2095, 2151, 2158, 2159, 2160, 2171, 2174, 2223, 2226, 2260, 2261, 2264, 2268, 2302, 2323, 2324, 2327, 2344, 2360, 2396, 2406, 2409, 2410, 2417, 2444, 2480, 2483, 2485, 2488, 2502, 2503, 2521, 2522, 2532, 2533, 2536, 2543, 2575, 2597, 2600, 2601, 2618, 2638, 2654, 2677, 2680, 2691, 2693, 2700, 2701, 2703, 2704, 2717, 2750, 2761, 2773, 2775, 2780, 2783, 2814, 2821, 2829, 2831, 2843, 2857, 2878, 2879, 2886, 2889, 2905, 2915, 2925, 2949, 2963, 2996, 3007, 3017, 3018, 3028, 3031, 3034, 3042, 3056, 3076, 3113, 3135, 3139, 3147, 3160, 3164, 3204, 3226, 3227, 3231, 3257, 3265, 3268, 3278, 3284, 3287, 3289, 3291, 3300, 3313, 3319, 3348, 3362, 3370, 3379, 3382, 3383, 3385, 3388, 3390, 3402, 3425, 3432, 3442, 3484, 3485, 3486, 3512, 3513, 3527, 3565, 3571, 3578, 3590, 3603, 3605, 3621, 3666, 3667, 3668, 3671, 3672, 3694, 3705, 3722, 3734, 3744, 3752, 3761, 3776, 3821, 3836, 3875, 3883, 3922, 3924, 3925, 3929, 3946, 3974, 3975, 4018, 4032, 4036, 4079, 4104, 4160, 4166, 4177, 4189, 4233, 4278, 4280, 4287, 4294, 4300, 4330, 4332, 4347, 4349, 4364, 4377, 4411, 4433, 4436, 4438, 4442, 4445, 4464, 4479, 4480, 4485, 4489, 4501, 4517, 4548, 4560, 4571, 4576, 4581, 4582, 4584, 4592, 4593, 4605, 4621, 4651, 4664, 4702, 4703, 4719, 4729, 4748, 4752, 4763, 4765, 4775, 4782, 4818, 4847, 4878, 4887, 4926, 4927, 4928, 4931, 4933, 4939, 4978, 4987, 5017, 5032, 5039, 5067, 5094, 5095, 5105, 5107, 5120, 5133, 5149, 5155, 5174, 5185, 5275, 5277, 5279, 5284, 5289, 5296, 5300, 5335, 5347, 5361, 5371, 5397, 5398, 5403, 5404, 5410, 5419, 5424, 5429, 5434, 5435, 5440, 5442, 5445, 5460, 5488, 5490, 5498, 5533, 5540, 5541, 5559, 5560, 5562, 5568, 5582, 5583, 5609, 5610, 5644, 5654, 5664, 5692, 5703, 5705, 5707, 5750, 5761, 5840, 5885, 5898, 5904, 5906, 5912, 5971, 6158, 6182, 6196, 6197, 6219, 6259, 6260, 6262, 6264, 6266, 6272, 6275, 6304, 6305, 6312, 6336, 6346, 6347, 7075, 7099, 7187, 7319, 7321, 7331, 7341, 7367, 7368, 7369, 7394, 7396, 7410, 7412, 7419, 7420, 7428, 13674, 13711, 13965, 15207, 15444, 15926, 15965]",30.479,55.2605,40.6261538462,24.26,8.49545454545,1.6,5.85277777778,69.0857142857,0.0,0.0,980.730434783,0.0
98,98,1,11,1,1943,United States,Berlin,Germany,52.52001,13.40495,"[116, 129, 131, 164, 167, 169, 184, 207, 222, 288, 298, 303, 314, 395, 399, 400, 402, 403, 405, 407, 408, 410, 416, 417, 420, 422, 424, 425, 427, 429, 430, 432, 433, 434, 435, 445, 524, 550, 650, 833, 853, 876, 879, 880, 888, 948, 965, 991, 1000, 1001, 1003, 1047, 1048, 1050, 1051, 1052, 1074, 1106, 1182, 1345, 1426, 1441, 1552, 1583, 1605, 1612, 1684, 1694, 1709, 1757, 1758, 1759, 1761, 1762, 1803, 1869, 1890, 1957, 1960, 2166, 2225, 2252, 2289, 2302, 2315, 2354, 2436, 2444, 2451, 2475, 2506, 2578, 2621, 2627, 2641, 2701, 2704, 2794, 2796, 2856, 2878, 2928, 2931, 2932, 2951, 2963, 2985, 3015, 3082, 3083, 3126, 3158, 3160, 3166, 3196, 3226, 3234, 3289, 3376, 3426, 3478, 3509, 3552, 3577, 3788, 3811, 3818, 3821, 3883, 3915, 3987, 3988, 4024, 4036, 4079, 4149, 4222, 4271, 4464, 4606, 4612, 4642, 4782, 4977, 4997, 5009, 5024, 5068, 5097, 5109, 5142, 5282, 5349, 5431, 5442, 5463, 5546, 5624, 5629, 5642, 5643, 5663, 5728, 5745, 5750, 5761, 5778, 5779, 5797, 5825, 6086, 6095, 6109, 6110, 6112, 6129, 6170, 6199, 6265, 6273, 6310, 6314, 7244, 7329, 7343, 7351, 7364, 7389, 7393, 7419, 7420, 13711, 14138]",36.3371428571,60.8428571429,47.3428571429,33.89,7.98461538462,1.63684210526,6.62222222222,61.4210526316,0.0,0.0,1002.46111111,0.0
101,101,1,11,3,1943,United States,Wilhelmshaven,Germany,53.53234,8.106872,"[44, 78, 102, 172, 185, 243, 294, 326, 327, 342, 368, 553, 554, 588, 592, 614, 617, 619, 642, 643, 645, 648, 691, 699, 701, 702, 703, 704, 705, 760, 769, 848, 850, 865, 891, 954, 963, 1053, 1130, 1172, 1200, 1204, 1219, 1221, 1228, 1246, 1266, 1299, 1378, 1379, 1380, 1451, 1503, 1666, 1667, 1766, 1891, 1892, 1973, 1975, 1981, 1987, 1993, 2014, 2048, 2078, 2115, 2122, 2147, 2173, 2206, 2264, 2297, 2303, 2323, 2324, 2338, 2374, 2429, 2437, 2456, 2464, 2494, 2565, 2689, 2703, 2821, 2861, 2872, 2906, 2907, 2912, 3023, 3028, 3031, 3032, 3044, 3045, 3101, 3222, 3227, 3236, 3254, 3348, 3404, 3537, 3612, 3631, 3639, 3640, 3744, 3753, 3790, 3791, 3815, 3867, 4029, 4038, 4039, 4063, 4100, 4156, 4174, 4275, 4288, 4367, 4371, 4391, 4393, 4401, 4442, 4466, 4468, 4629, 4745, 4841, 4857, 4896, 5014, 5067, 5236, 5252, 5279, 5344, 5480, 5514, 5575, 5640, 5715, 5732, 5821, 5822, 5839, 5930, 6105, 6157, 6159, 6184, 6197, 6337, 7106, 7298, 7367, 7373, 7374, 7427, 13675, 13696, 13776, 13903, 13904, 15526, 16085]",40.1939130435,50.3286956522,44.2243478261,36.98375,0.45,7.19565217391,8.83913043478,88.8260869565,0.0217391304348,0.0,1027.15,0.0
102,102,1,11,18,1943,United Kingdom,Berlin,Germany,52.52001,13.40495,"[116, 129, 131, 164, 167, 169, 184, 207, 222, 288, 298, 303, 314, 395, 399, 400, 402, 403, 405, 407, 408, 410, 416, 417, 420, 422, 424, 425, 427, 429, 430, 432, 433, 434, 435, 445, 524, 550, 650, 833, 853, 876, 879, 880, 888, 948, 965, 991, 1000, 1001, 1003, 1047, 1048, 1050, 1051, 1052, 1074, 1106, 1182, 1345, 1426, 1441, 1552, 1583, 1605, 1612, 1684, 1694, 1709, 1757, 1758, 1759, 1761, 1762, 1803, 1869, 1890, 1957, 1960, 2166, 2225, 2252, 2289, 2302, 2315, 2354, 2436, 2444, 2451, 2475, 2506, 2578, 2621, 2627, 2641, 2701, 2704, 2794, 2796, 2856, 2878, 2928, 2931, 2932, 2951, 2963, 2985, 3015, 3082, 3083, 3126, 3158, 3160, 3166, 3196, 3226, 3234, 3289, 3376, 3426, 3478, 3509, 3552, 3577, 3788, 3811, 3818, 3821, 3883, 3915, 3987, 3988, 4024, 4036, 4079, 4149, 4222, 4271, 4464, 4606, 4612, 4642, 4782, 4977, 4997, 5009, 5024, 5068, 5097, 5109, 5142, 5282, 5349, 5431, 5442, 5463, 5546, 5624, 5629, 5642, 5643, 5663, 5728, 5745, 5750, 5761, 5778, 5779, 5797, 5825, 6086, 6095, 6109, 6110, 6112, 6129, 6170, 6199, 6265, 6273, 6310, 6314, 7244, 7329, 7343, 7351, 7364, 7389, 7393, 7419, 7420, 13711, 14138]",25.9057142857,37.3657142857,31.7514285714,22.7525,4.24615384615,5.11,5.22777777778,87.0,0.0047619047619,0.0,1004.01111111,0.0
103,103,1,11,22,1943,United Kingdom,Berlin,Germany,52.52001,13.40495,"[116, 129, 131, 164, 167, 169, 184, 207, 222, 288, 298, 303, 314, 395, 399, 400, 402, 403, 405, 407, 408, 410, 416, 417, 420, 422, 424, 425, 427, 429, 430, 432, 433, 434, 435, 445, 524, 550, 650, 833, 853, 876, 879, 880, 888, 948, 965, 991, 1000, 1001, 1003, 1047, 1048, 1050, 1051, 1052, 1074, 1106, 1182, 1345, 1426, 1441, 1552, 1583, 1605, 1612, 1684, 1694, 1709, 1757, 1758, 1759, 1761, 1762, 1803, 1869, 1890, 1957, 1960, 2166, 2225, 2252, 2289, 2302, 2315, 2354, 2436, 2444, 2451, 2475, 2506, 2578, 2621, 2627, 2641, 2701, 2704, 2794, 2796, 2856, 2878, 2928, 2931, 2932, 2951, 2963, 2985, 3015, 3082, 3083, 3126, 3158, 3160, 3166, 3196, 3226, 3234, 3289, 3376, 3426, 3478, 3509, 3552, 3577, 3788, 3811, 3818, 3821, 3883, 3915, 3987, 3988, 4024, 4036, 4079, 4149, 4222, 4271, 4464, 4606, 4612, 4642, 4782, 4977, 4997, 5009, 5024, 5068, 5097, 5109, 5142, 5282, 5349, 5431, 5442, 5463, 5546, 5624, 5629, 5642, 5643, 5663, 5728, 5745, 5750, 5761, 5778, 5779, 5797, 5825, 6086, 6095, 6109, 6110, 6112, 6129, 6170, 6199, 6265, 6273, 6310, 6314, 7244, 7329, 7343, 7351, 7364, 7389, 7393, 7419, 7420, 13711, 14138]",32.0,36.7571428571,34.9142857143,31.8875,0.0769230769231,8.0,6.46111111111,94.3684210526,3.46,1.0,992.555555556,0.0
109,109,0,2,19,1944,United Kingdom,Leipzig,Germany,51.3397,12.37307,"[106, 116, 131, 132, 151, 164, 169, 184, 198, 207, 222, 282, 283, 284, 303, 320, 379, 395, 399, 400, 402, 403, 405, 407, 408, 410, 416, 417, 420, 422, 424, 425, 427, 429, 430, 432, 433, 434, 435, 445, 508, 524, 526, 550, 650, 652, 656, 657, 660, 661, 662, 722, 729, 807, 833, 840, 853, 867, 876, 879, 880, 888, 896, 948, 965, 970, 991, 1001, 1003, 1006, 1047, 1048, 1050, 1051, 1052, 1074, 1091, 1106, 1107, 1182, 1188, 1207, 1270, 1279, 1280, 1292, 1345, 1357, 1358, 1392, 1410, 1441, 1488, 1493, 1522, 1544, 1568, 1583, 1605, 1612, 1617, 1689, 1709, 1721, 1761, 1762, 1834, 1869, 1957, 1960, 2005, 2039, 2044, 2053, 2120, 2160, 2223, 2225, 2226, 2260, 2261, 2268, 2289, 2302, 2315, 2344, 2354, 2396, 2436, 2444, 2451, 2475, 2506, 2618, 2621, 2627, 2641, 2680, 2701, 2704, 2750, 2773, 2780, 2794, 2856, 2857, 2878, 2889, 2915, 2928, 2931, 2932, 2951, 2963, 2985, 3015, 3034, 3082, 3083, 3093, 3103, 3113, 3126, 3160, 3166, 3196, 3204, 3226, 3231, 3234, 3289, 3370, 3376, 3509, 3512, 3513, 3552, 3565, 3571, 3666, 3667, 3668, 3694, 3739, 3752, 3811, 3818, 3821, 3883, 3915, 3946, 3974, 3975, 3987, 3988, 4032, 4036, 4079, 4149, 4222, 4332, 4347, 4373, 4438, 4445, 4464, 4485, 4489, 4501, 4505, 4548, 4571, 4593, 4605, 4606, 4612, 4642, 4664, 4705, 4748, 4752, 4775, 4782, 4818, 4878, 4939, 4977, 4997, 5017, 5024, 5046, 5068, 5146, 5158, 5185, 5267, 5282, 5317, 5335, 5397, 5419, 5424, 5431, 5434, 5442, 5445, 5490, 5533, 5546, 5629, 5642, 5643, 5675, 5676, 5728, 5745, 5750, 5761, 5779, 5797, 5825, 5832, 6086, 6093, 6095, 6196, 6265, 6266, 6273, 6304, 6305, 6312, 6314, 7099, 7244, 7321, 7329, 7343, 7351, 7364, 7370, 7389, 7393, 7394, 7419, 7420, 7428, 7432, 13711, 13777, 14138, 15926]",18.266,26.084,22.0255172414,18.9909090909,1.5,7.39655172414,3.525,84.25,0.29,7.0,991.3,29.8965517241
110,110,1,2,20,1944,United States,Schweinfurt,Germany,50.0492,10.21942,"[70, 71, 72, 91, 93, 98, 106, 142, 151, 175, 176, 177, 191, 193, 198, 202, 207, 211, 221, 231, 232, 257, 268, 282, 283, 284, 320, 330, 355, 365, 379, 386, 390, 445, 474, 480, 502, 508, 526, 550, 576, 578, 588, 594, 606, 614, 634, 652, 656, 657, 685, 710, 717, 722, 727, 729, 755, 771, 807, 817, 829, 863, 867, 881, 896, 917, 918, 919, 920, 970, 979, 982, 983, 998, 1053, 1066, 1074, 1091, 1093, 1102, 1103, 1107, 1146, 1161, 1172, 1182, 1188, 1197, 1243, 1254, 1255, 1262, 1270, 1279, 1280, 1287, 1292, 1297, 1357, 1374, 1403, 1410, 1411, 1420, 1421, 1424, 1425, 1467, 1468, 1473, 1488, 1493, 1504, 1515, 1522, 1526, 1568, 1587, 1593, 1612, 1617, 1619, 1621, 1623, 1638, 1639, 1645, 1689, 1691, 1721, 1748, 1761, 1762, 1834, 1849, 1863, 1873, 1875, 1886, 1891, 1892, 1902, 1929, 1957, 1960, 2000, 2023, 2039, 2044, 2053, 2074, 2080, 2081, 2083, 2088, 2095, 2151, 2158, 2159, 2160, 2171, 2174, 2223, 2226, 2260, 2261, 2264, 2268, 2302, 2323, 2324, 2327, 2344, 2360, 2396, 2406, 2409, 2410, 2417, 2444, 2480, 2483, 2485, 2488, 2502, 2503, 2521, 2522, 2532, 2533, 2536, 2543, 2575, 2597, 2600, 2601, 2618, 2638, 2654, 2677, 2680, 2691, 2693, 2700, 2701, 2703, 2704, 2717, 2750, 2761, 2773, 2775, 2780, 2783, 2814, 2821, 2829, 2831, 2843, 2857, 2878, 2879, 2886, 2889, 2905, 2915, 2925, 2949, 2963, 2996, 3007, 3017, 3018, 3028, 3031, 3034, 3042, 3056, 3076, 3113, 3135, 3139, 3147, 3160, 3164, 3204, 3226, 3227, 3231, 3257, 3265, 3268, 3278, 3284, 3287, 3289, 3291, 3300, 3313, 3319, 3348, 3362, 3370, 3379, 3382, 3383, 3385, 3388, 3390, 3402, 3425, 3432, 3442, 3484, 3485, 3486, 3512, 3513, 3527, 3565, 3571, 3578, 3590, 3603, 3605, 3621, 3666, 3667, 3668, 3671, 3672, 3694, 3705, 3722, 3734, 3744, 3752, 3761, 3776, 3821, 3836, 3875, 3883, 3922, 3924, 3925, 3929, 3946, 3974, 3975, 4018, 4032, 4036, 4079, 4104, 4160, 4166, 4177, 4189, 4233, 4278, 4280, 4287, 4294, 4300, 4330, 4332, 4347, 4349, 4364, 4377, 4411, 4433, 4436, 4438, 4442, 4445, 4464, 4479, 4480, 4485, 4489, 4501, 4517, 4548, 4560, 4571, 4576, 4581, 4582, 4584, 4592, 4593, 4605, 4621, 4651, 4664, 4702, 4703, 4719, 4729, 4748, 4752, 4763, 4765, 4775, 4782, 4818, 4847, 4878, 4887, 4926, 4927, 4928, 4931, 4933, 4939, 4978, 4987, 5017, 5032, 5039, 5067, 5094, 5095, 5105, 5107, 5120, 5133, 5149, 5155, 5174, 5185, 5275, 5277, 5279, 5284, 5289, 5296, 5300, 5335, 5347, 5361, 5371, 5397, 5398, 5403, 5404, 5410, 5419, 5424, 5429, 5434, 5435, 5440, 5442, 5445, 5460, 5488, 5490, 5498, 5533, 5540, 5541, 5559, 5560, 5562, 5568, 5582, 5583, 5609, 5610, 5644, 5654, 5664, 5692, 5703, 5705, 5707, 5750, 5761, 5840, 5885, 5898, 5904, 5906, 5912, 5971, 6158, 6182, 6196, 6197, 6219, 6259, 6260, 6262, 6264, 6266, 6272, 6275, 6304, 6305, 6312, 6336, 6346, 6347, 7075, 7099, 7187, 7319, 7321, 7331, 7341, 7367, 7368, 7369, 7394, 7396, 7410, 7412, 7419, 7420, 7428, 13674, 13711, 13965, 15207, 15444, 15926, 15965]",15.3246153846,24.9707692308,20.0110526316,13.3057142857,2.135,5.78717948718,3.14857142857,81.9411764706,0.0897435897436,1.0,983.954545455,23.5128205128
111,111,1,3,6,1944,United States,Berlin,Germany,52.52001,13.40495,"[116, 129, 131, 164, 167, 169, 184, 207, 222, 288, 298, 303, 314, 395, 399, 400, 402, 403, 405, 407, 408, 410, 416, 417, 420, 422, 424, 425, 427, 429, 430, 432, 433, 434, 435, 445, 524, 550, 650, 833, 853, 876, 879, 880, 888, 948, 965, 991, 1000, 1001, 1003, 1047, 1048, 1050, 1051, 1052, 1074, 1106, 1182, 1345, 1426, 1441, 1552, 1583, 1605, 1612, 1684, 1694, 1709, 1757, 1758, 1759, 1761, 1762, 1803, 1869, 1890, 1957, 1960, 2166, 2225, 2252, 2289, 2302, 2315, 2354, 2436, 2444, 2451, 2475, 2506, 2578, 2621, 2627, 2641, 2701, 2704, 2794, 2796, 2856, 2878, 2928, 2931, 2932, 2951, 2963, 2985, 3015, 3082, 3083, 3126, 3158, 3160, 3166, 3196, 3226, 3234, 3289, 3376, 3426, 3478, 3509, 3552, 3577, 3788, 3811, 3818, 3821, 3883, 3915, 3987, 3988, 4024, 4036, 4079, 4149, 4222, 4271, 4464, 4606, 4612, 4642, 4782, 4977, 4997, 5009, 5024, 5068, 5097, 5109, 5142, 5282, 5349, 5431, 5442, 5463, 5546, 5624, 5629, 5642, 5643, 5663, 5728, 5745, 5750, 5761, 5778, 5779, 5797, 5825, 6086, 6095, 6109, 6110, 6112, 6129, 6170, 6199, 6265, 6273, 6310, 6314, 7244, 7329, 7343, 7351, 7364, 7389, 7393, 7419, 7420, 13711, 14138]",22.2457142857,35.8742857143,30.5171428571,19.6025,4.1,6.215,4.68333333333,83.1578947368,1.71904761905,7.0,1009.34444444,7.25
112,112,0,3,1,1944,United Kingdom,Berlin,Germany,52.52001,13.40495,"[116, 129, 131, 164, 167, 169, 184, 207, 222, 288, 298, 303, 314, 395, 399, 400, 402, 403, 405, 407, 408, 410, 416, 417, 420, 422, 424, 425, 427, 429, 430, 432, 433, 434, 435, 445, 524, 550, 650, 833, 853, 876, 879, 880, 888, 948, 965, 991, 1000, 1001, 1003, 1047, 1048, 1050, 1051, 1052, 1074, 1106, 1182, 1345, 1426, 1441, 1552, 1583, 1605, 1612, 1684, 1694, 1709, 1757, 1758, 1759, 1761, 1762, 1803, 1869, 1890, 1957, 1960, 2166, 2225, 2252, 2289, 2302, 2315, 2354, 2436, 2444, 2451, 2475, 2506, 2578, 2621, 2627, 2641, 2701, 2704, 2794, 2796, 2856, 2878, 2928, 2931, 2932, 2951, 2963, 2985, 3015, 3082, 3083, 3126, 3158, 3160, 3166, 3196, 3226, 3234, 3289, 3376, 3426, 3478, 3509, 3552, 3577, 3788, 3811, 3818, 3821, 3883, 3915, 3987, 3988, 4024, 4036, 4079, 4149, 4222, 4271, 4464, 4606, 4612, 4642, 4782, 4977, 4997, 5009, 5024, 5068, 5097, 5109, 5142, 5282, 5349, 5431, 5442, 5463, 5546, 5624, 5629, 5642, 5643, 5663, 5728, 5745, 5750, 5761, 5778, 5779, 5797, 5825, 6086, 6095, 6109, 6110, 6112, 6129, 6170, 6199, 6265, 6273, 6310, 6314, 7244, 7329, 7343, 7351, 7364, 7389, 7393, 7419, 7420, 13711, 14138]",28.2714285714,35.8914285714,32.6428571429,27.3425,2.23076923077,7.305,5.06111111111,81.4736842105,1.0,7.0,982.422222222,8.7
